username,raw_text,clean_text,case_folding_text,tokenized_text,normalized_text,stopword_text,frequency_tokens_text,stemmed_text
REVAIZAL,"2. BBM Non subsidi naik -&gt; bisa jadi pisau bermata dua. Untuk ojol, angkutan umum, masyarakat menengah kebawah, ekspedisi dan angkutan sembako (sebagai prioritas) Tapi ati ati dibelakang investor kebanyakan sektor swasta yg kendaraannya harus non subsidi, mereka bisa gerakin masa",bbm non subsidi naik gt bisa jadi pisau bermata dua untuk ojol angkutan umum masyarakat menengah kebawah ekspedisi dan angkutan sembako sebagai prioritas tapi ati ati dibelakang investor kebanyakan sektor swasta yg kendaraannya harus non subsidi mereka bisa gerakin masa,bbm non subsidi naik gt bisa jadi pisau bermata dua untuk ojol angkutan umum masyarakat menengah kebawah ekspedisi dan angkutan sembako sebagai prioritas tapi ati ati dibelakang investor kebanyakan sektor swasta yg kendaraannya harus non subsidi mereka bisa gerakin masa,bbm non subsidi naik gt bisa jadi pisau bermata dua untuk ojol angkutan umum masyarakat menengah kebawah ekspedisi dan angkutan sembako sebagai prioritas tapi ati ati dibelakang investor kebanyakan sektor swasta yg kendaraannya harus non subsidi mereka bisa gerakin masa,bbm non subsidi naik gitu bisa jadi pisau bermata dua untuk ojol angkutan umum masyarakat menengah kebawah ekspedisi dan angkutan sembako sebagai prioritas tapi ati ati dibelakang investor kebanyakan sektor swasta yang kendaraannya harus non subsidi mereka bisa gerakin masa,bbm non subsidi gitu pisau bermata ojol angkutan masyarakat menengah kebawah ekspedisi angkutan sembako prioritas ati ati dibelakang investor kebanyakan sektor swasta kendaraannya non subsidi gerakin,bbm(1) non(2) subsidi(2) gitu(1) pisau(1) bermata(1) ojol(1) angkutan(2) masyarakat(1) menengah(1) kebawah(1) ekspedisi(1) sembako(1) prioritas(1) ati(2) dibelakang(1) investor(1) kebanyakan(1) sektor(1) swasta(1) kendaraannya(1) gerakin(1),bbm non subsidi gitu pisau mata ojol angkut masyarakat tengah bawah ekspedisi angkut sembako prioritas ati ati belakang investor banyak sektor swasta kendara non subsidi gerakin
timleocity,"NIH LIHAAATTTTT. Gue tampol lu ya yg bilang “BBM yg naik kan non subsidi, lu pada belain orang kaya ya aneh” ELU YANG ANEH tolol gabisa mikir efek domino",nih lihaaattttt gue tampol lu ya yg bilang bbm yg naik kan non subsidi lu pada belain orang kaya ya aneh elu yang aneh tolol gabisa mikir efek domino,nih lihaaattttt gue tampol lu ya yg bilang bbm yg naik kan non subsidi lu pada belain orang kaya ya aneh elu yang aneh tolol gabisa mikir efek domino,nih lihaaattttt gue tampol lu ya yg bilang bbm yg naik kan non subsidi lu pada belain orang kaya ya aneh elu yang aneh tolol gabisa mikir efek domino,nih lihaaattttt gue tampol lu ya yang bilang bbm yang naik kan non subsidi lu pada belain orang kaya ya aneh elu yang aneh tolol gabisa mikir efek domino,nih lihaaattttt gue tampol lu ya bilang bbm non subsidi lu belain orang kaya ya aneh elu aneh tolol gabisa mikir efek domino,nih(1) lihaaattttt(1) gue(1) tampol(1) lu(2) ya(2) bilang(1) bbm(1) non(1) subsidi(1) belain(1) orang(1) kaya(1) aneh(2) elu(1) tolol(1) gabisa(1) mikir(1) efek(1) domino(1),nih lihaaattttt gue tampol lu ya bilang bbm non subsidi lu bain orang kaya ya aneh elu aneh tolol gabisa mikir efek domino
Chicitcuiit,@tanyakanrl abis bbm non subsidi naik apakah bntr lagi ada berita tiba2 tarif listrik naik? kan pemerintahan kita lg kejar setoran pajak https://t.co/gUZGrVVxBD,abis bbm non subsidi naik apakah bntr lagi ada berita tiba tarif listrik naik kan pemerintahan kita lg kejar setoran pajak,abis bbm non subsidi naik apakah bntr lagi ada berita tiba tarif listrik naik kan pemerintahan kita lg kejar setoran pajak,abis bbm non subsidi naik apakah bntr lagi ada berita tiba tarif listrik naik kan pemerintahan kita lg kejar setoran pajak,abis bbm non subsidi naik apakah bntr lagi ada berita tiba tarif listrik naik kan pemerintahan kita lagi kejar setoran pajak,abis bbm non subsidi bntr berita tarif listrik pemerintahan kejar setoran pajak,abis(1) bbm(1) non(1) subsidi(1) bntr(1) berita(1) tarif(1) listrik(1) pemerintahan(1) kejar(1) setoran(1) pajak(1),abis bbm non subsidi bntr berita tarif listrik perintah kejar setor pajak
Hidupsebagai62,"PIUTANG PLN KE PEMERINTAH NAIK 156%. 
ARTINYA PEMERINTAH NUNGGAK BAYAR KE PLN SEHINGGA PLN TIDAK PUNYA DUIT.
TIDAK PUNYA DUIT SEHINGGA TIDAK BISA BEKI BATUBARA

TIDAK BISA BELI BATUBARA, SUPLAI LISTRIK BERKURANG.
SIAP2 MENYALA BERGILIR

BUKAN PEMADAMAN BERGILIR

Dari foto laporan https://t.co/3Q3IeAnhSi",piutang pln ke pemerintah naik artinya pemerintah nunggak bayar ke pln sehingga pln tidak punya duit tidak punya duit sehingga tidak bisa beki batubara tidak bisa beli batubara suplai listrik berkurang siap menyala bergilir bukan pemadaman bergilir dari foto laporan,piutang pln ke pemerintah naik artinya pemerintah nunggak bayar ke pln sehingga pln tidak punya duit tidak punya duit sehingga tidak bisa beki batubara tidak bisa beli batubara suplai listrik berkurang siap menyala bergilir bukan pemadaman bergilir dari foto laporan,piutang pln ke pemerintah naik artinya pemerintah nunggak bayar ke pln sehingga pln tidak punya duit tidak punya duit sehingga tidak bisa beki batubara tidak bisa beli batubara suplai listrik berkurang siap menyala bergilir bukan pemadaman bergilir dari foto laporan,piutang pln ke pemerintah naik artinya pemerintah nunggak bayar ke pln sehingga pln tidak punya duit tidak punya duit sehingga tidak bisa beki batubara tidak bisa beli batubara suplai listrik berkurang siap menyala bergilir bukan pemadaman bergilir dari foto laporan,piutang pln pemerintah pemerintah nunggak bayar pln pln duit duit beki batubara beli batubara suplai listrik berkurang menyala bergilir pemadaman bergilir foto laporan,piutang(1) pln(3) pemerintah(2) nunggak(1) bayar(1) duit(2) beki(1) batubara(2) beli(1) suplai(1) listrik(1) berkurang(1) menyala(1) bergilir(2) pemadaman(1) foto(1) laporan(1),piutang pln perintah perintah nunggak bayar pln pln duit duit bek batubara beli batubara suplai listrik kurang nyala gilir madam gilir foto lapor
putrapostdaily,"Harga BBM Pertamina hari ini menunjukkan adanya kenaikan signifikan pada produk non-subsidi, terutama Pertamax dan Pertamax Green 95 yang naik mulai 10 Juni 2026. 

https://t.co/YobIi6qCQo",harga bbm pertamina hari ini menunjukkan adanya kenaikan signifikan pada produk non subsidi terutama pertamax dan pertamax green yang naik mulai juni,harga bbm pertamina hari ini menunjukkan adanya kenaikan signifikan pada produk non subsidi terutama pertamax dan pertamax green yang naik mulai juni,harga bbm pertamina hari ini menunjukkan adanya kenaikan signifikan pada produk non subsidi terutama pertamax dan pertamax green yang naik mulai juni,harga bbm pertamina hari ini menunjukkan adanya kenaikan signifikan pada produk non subsidi terutama pertamax dan pertamax green yang naik mulai juni,harga bbm pertamina kenaikan signifikan produk non subsidi pertamax pertamax green juni,harga(1) bbm(1) pertamina(1) kenaikan(1) signifikan(1) produk(1) non(1) subsidi(1) pertamax(2) green(1) juni(1),harga bbm pertamina naik signifikan produk non subsidi pertamax pertamax green juni
fadlizon,"Di tengah guncangan harga energi global yang memaksa hampir semua negara mencabut subsidi BBM  Indonesia justru memilih bertahan. Pertalite masih Rp10.000 per liter. 

Solar bersubsidi Rp6.800. Bahkan Pertamax non-subsidi yang naik ke Rp16.250 per Juni 2026 pun masih termasuk https://t.co/Zsv22GZQ5M",di tengah guncangan harga energi global yang memaksa hampir semua negara mencabut subsidi bbm indonesia justru memilih bertahan pertalite masih rp per liter solar bersubsidi rp bahkan pertamax non subsidi yang naik ke rp per juni pun masih termasuk,di tengah guncangan harga energi global yang memaksa hampir semua negara mencabut subsidi bbm indonesia justru memilih bertahan pertalite masih rp per liter solar bersubsidi rp bahkan pertamax non subsidi yang naik ke rp per juni pun masih termasuk,di tengah guncangan harga energi global yang memaksa hampir semua negara mencabut subsidi bbm indonesia justru memilih bertahan pertalite masih rp per liter solar bersubsidi rp bahkan pertamax non subsidi yang naik ke rp per juni pun masih termasuk,di tengah guncangan harga energi global yang memaksa hampir semua negara mencabut subsidi bbm indonesia justru memilih bertahan pertalite masih rp per liter solar bersubsidi rp bahkan pertamax non subsidi yang naik ke rp per juni pun masih termasuk,guncangan harga energi global memaksa negara mencabut subsidi bbm indonesia memilih bertahan pertalite rp liter solar bersubsidi rp pertamax non subsidi rp juni,guncangan(1) harga(1) energi(1) global(1) memaksa(1) negara(1) mencabut(1) subsidi(2) bbm(1) indonesia(1) memilih(1) bertahan(1) pertalite(1) rp(3) liter(1) solar(1) bersubsidi(1) pertamax(1) non(1) juni(1),guncang harga energi global paksa negara cabut subsidi bbm indonesia pilih tahan pertalite rp liter solar subsidi rp pertamax non subsidi rp juni
Sitakim0x,"#MahasiswaDitunggangi
Demo Untuk Siapa?

Bela orang kaya, perubahan orientasi mahasiswa. Yang naik itu Pertamax &amp; BBM non-subsidi. Yang dipakai rakyat kecil, Pertalite, gak naik. https://t.co/5KXYB4WoFp",demo untuk siapa bela orang kaya perubahan orientasi mahasiswa yang naik itu pertamax amp bbm non subsidi yang dipakai rakyat kecil pertalite gak naik,demo untuk siapa bela orang kaya perubahan orientasi mahasiswa yang naik itu pertamax amp bbm non subsidi yang dipakai rakyat kecil pertalite gak naik,demo untuk siapa bela orang kaya perubahan orientasi mahasiswa yang naik itu pertamax amp bbm non subsidi yang dipakai rakyat kecil pertalite gak naik,demo untuk siapa bela orang kaya perubahan orientasi mahasiswa yang naik itu pertamax amp bbm non subsidi yang dipakai rakyat kecil pertalite tidak naik,demo bela orang kaya perubahan orientasi mahasiswa pertamax amp bbm non subsidi dipakai rakyat pertalite,demo(1) bela(1) orang(1) kaya(1) perubahan(1) orientasi(1) mahasiswa(1) pertamax(1) amp(1) bbm(1) non(1) subsidi(1) dipakai(1) rakyat(1) pertalite(1),demo bela orang kaya ubah orientasi mahasiswa pertamax amp bbm non subsidi pakai rakyat pertalite
epiiee118172,"Demo untuk siapa? Pertalite dan Solar tetap terjangkau, yang naik hanya BBM non-subsidi. Jelas bukan untuk rakyat kecil.
#MahasiswaDitunggangi https://t.co/zyvRv8cJ3Y",demo untuk siapa pertalite dan solar tetap terjangkau yang naik hanya bbm non subsidi jelas bukan untuk rakyat kecil,demo untuk siapa pertalite dan solar tetap terjangkau yang naik hanya bbm non subsidi jelas bukan untuk rakyat kecil,demo untuk siapa pertalite dan solar tetap terjangkau yang naik hanya bbm non subsidi jelas bukan untuk rakyat kecil,demo untuk siapa pertalite dan solar tetap terjangkau yang naik hanya bbm non subsidi jelas bukan untuk rakyat kecil,demo pertalite solar terjangkau bbm non subsidi rakyat,demo(1) pertalite(1) solar(1) terjangkau(1) bbm(1) non(1) subsidi(1) rakyat(1),demo pertalite solar jangkau bbm non subsidi rakyat
kangdede78,"@eddesign_ Wah, ini justru memperkuat argumen bahwa pemerintah menjalankan kebijakan BBM non-subsidi dgn tepat sesuai mekanisme pasar yg transparan. Bukan hipokrit, tapi dinamika ekonomi yg rasional &amp; sudah diantisipasi.

Fakta yang jelas:

•)) BBM non-subsidi memang ikut harga keekonomian",wah ini justru memperkuat argumen bahwa pemerintah menjalankan kebijakan bbm non subsidi dgn tepat sesuai mekanisme pasar yg transparan bukan hipokrit tapi dinamika ekonomi yg rasional amp sudah diantisipasi fakta yang jelas bbm non subsidi memang ikut harga keekonomian,wah ini justru memperkuat argumen bahwa pemerintah menjalankan kebijakan bbm non subsidi dgn tepat sesuai mekanisme pasar yg transparan bukan hipokrit tapi dinamika ekonomi yg rasional amp sudah diantisipasi fakta yang jelas bbm non subsidi memang ikut harga keekonomian,wah ini justru memperkuat argumen bahwa pemerintah menjalankan kebijakan bbm non subsidi dgn tepat sesuai mekanisme pasar yg transparan bukan hipokrit tapi dinamika ekonomi yg rasional amp sudah diantisipasi fakta yang jelas bbm non subsidi memang ikut harga keekonomian,wah ini justru memperkuat argumen bahwa pemerintah menjalankan kebijakan bbm non subsidi dengan tepat sesuai mekanisme pasar yang transparan bukan hipokrit tapi dinamika ekonomi yang rasional amp sudah diantisipasi fakta yang jelas bbm non subsidi memang ikut harga keekonomian,memperkuat argumen pemerintah menjalankan kebijakan bbm non subsidi sesuai mekanisme pasar transparan hipokrit dinamika ekonomi rasional amp diantisipasi fakta bbm non subsidi harga keekonomian,memperkuat(1) argumen(1) pemerintah(1) menjalankan(1) kebijakan(1) bbm(2) non(2) subsidi(2) sesuai(1) mekanisme(1) pasar(1) transparan(1) hipokrit(1) dinamika(1) ekonomi(1) rasional(1) amp(1) diantisipasi(1) fakta(1) harga(1) keekonomian(1),kuat argumen perintah jalan bijak bbm non subsidi sesuai mekanisme pasar transparan hipokrit dinamika ekonomi rasional amp antisipasi fakta bbm non subsidi harga ekonomi
rinducahaya70,"harusnya mahasiswa lebih jeli liat isu pertamax naik itu bbm non subsidi bukan isu utama rakyat kecil lalu demo untuk siapa coba
#MahasiswaDitunggangi
Demo Untuk Siapa https://t.co/8hOEK1pYGl",harusnya mahasiswa lebih jeli liat isu pertamax naik itu bbm non subsidi bukan isu utama rakyat kecil lalu demo untuk siapa coba demo untuk siapa,harusnya mahasiswa lebih jeli liat isu pertamax naik itu bbm non subsidi bukan isu utama rakyat kecil lalu demo untuk siapa coba demo untuk siapa,harusnya mahasiswa lebih jeli liat isu pertamax naik itu bbm non subsidi bukan isu utama rakyat kecil lalu demo untuk siapa coba demo untuk siapa,harusnya mahasiswa lebih jeli liat isu pertamax naik itu bbm non subsidi bukan isu utama rakyat kecil lalu demo untuk siapa coba demo untuk siapa,mahasiswa jeli liat isu pertamax bbm non subsidi isu utama rakyat demo coba demo,mahasiswa(1) jeli(1) liat(1) isu(2) pertamax(1) bbm(1) non(1) subsidi(1) utama(1) rakyat(1) demo(2) coba(1),mahasiswa jeli liat isu pertamax bbm non subsidi isu utama rakyat demo coba demo
mourin362,Pertamax naik kok demo? Itu kan BBM non-subsidi orang kaya. Rakyat kecil aman. Demo Untuk Siapa sebenarnya gerakan ini? #MahasiswaDitunggangi https://t.co/fJDndR05W3,pertamax naik kok demo itu kan bbm non subsidi orang kaya rakyat kecil aman demo untuk siapa sebenarnya gerakan ini,pertamax naik kok demo itu kan bbm non subsidi orang kaya rakyat kecil aman demo untuk siapa sebenarnya gerakan ini,pertamax naik kok demo itu kan bbm non subsidi orang kaya rakyat kecil aman demo untuk siapa sebenarnya gerakan ini,pertamax naik kok demo itu kan bbm non subsidi orang kaya rakyat kecil aman demo untuk siapa sebenarnya gerakan ini,pertamax demo bbm non subsidi orang kaya rakyat aman demo gerakan,pertamax(1) demo(2) bbm(1) non(1) subsidi(1) orang(1) kaya(1) rakyat(1) aman(1) gerakan(1),pertamax demo bbm non subsidi orang kaya rakyat aman demo gera
eddesign_,"SESAT LOGIKA BBM NON-SUBSIDI &amp; KELAS MENENGAH

Pandangan ini keliru membedakan mekanisme pasar BBM non-subsidi &amp; kebijakan subsidi negara, serta mengabaikan faktor makroekonomi.

Harga Pertamax ditetapkan mengikuti batas harga keekonomian yg berbasis ICP &amp; rata² harga publikasi",sesat logika bbm non subsidi amp kelas menengah pandangan ini keliru membedakan mekanisme pasar bbm non subsidi amp kebijakan subsidi negara serta mengabaikan faktor makroekonomi harga pertamax ditetapkan mengikuti batas harga keekonomian yg berbasis icp amp rata harga publikasi,sesat logika bbm non subsidi amp kelas menengah pandangan ini keliru membedakan mekanisme pasar bbm non subsidi amp kebijakan subsidi negara serta mengabaikan faktor makroekonomi harga pertamax ditetapkan mengikuti batas harga keekonomian yg berbasis icp amp rata harga publikasi,sesat logika bbm non subsidi amp kelas menengah pandangan ini keliru membedakan mekanisme pasar bbm non subsidi amp kebijakan subsidi negara serta mengabaikan faktor makroekonomi harga pertamax ditetapkan mengikuti batas harga keekonomian yg berbasis icp amp rata harga publikasi,sesat logika bbm non subsidi amp kelas menengah pandangan ini keliru membedakan mekanisme pasar bbm non subsidi amp kebijakan subsidi negara serta mengabaikan faktor makroekonomi harga pertamax ditetapkan mengikuti batas harga keekonomian yang berbasis icp amp rata harga publikasi,sesat logika bbm non subsidi amp kelas menengah pandangan keliru membedakan mekanisme pasar bbm non subsidi amp kebijakan subsidi negara mengabaikan faktor makroekonomi harga pertamax ditetapkan mengikuti batas harga keekonomian berbasis icp amp harga publikasi,sesat(1) logika(1) bbm(2) non(2) subsidi(3) amp(3) kelas(1) menengah(1) pandangan(1) keliru(1) membedakan(1) mekanisme(1) pasar(1) kebijakan(1) negara(1) mengabaikan(1) faktor(1) makroekonomi(1) harga(3) pertamax(1) ditetapkan(1) mengikuti(1) batas(1) keekonomian(1) berbasis(1) icp(1) publikasi(1),sesat logika bbm non subsidi amp kelas tengah pandang keliru beda mekanisme pasar bbm non subsidi amp bijak subsidi negara abai faktor makroekonomi harga pertamax tetap ikut batas harga ekonomi bas icp amp harga publikasi
txtdrimedia,"jubir kementrian ESDM: 
""ketika harga minyak dunia naik, mau tidak mau, harga BBM non-subsidi naik""

""begitu sebaliknya. kalau harga minyak dunia turun, dipastikan harga BBM non-subsidi jg turun"" 

 ""berapa pun harga minyak dunia, BBM non-subsidi harus mengikuti""

realitanya? https://t.co/Uy7cvT9KZD",jubir kementrian esdm ketika harga minyak dunia naik mau tidak mau harga bbm non subsidi naik begitu sebaliknya kalau harga minyak dunia turun dipastikan harga bbm non subsidi jg turun berapa pun harga minyak dunia bbm non subsidi harus mengikuti realitanya,jubir kementrian esdm ketika harga minyak dunia naik mau tidak mau harga bbm non subsidi naik begitu sebaliknya kalau harga minyak dunia turun dipastikan harga bbm non subsidi jg turun berapa pun harga minyak dunia bbm non subsidi harus mengikuti realitanya,jubir kementrian esdm ketika harga minyak dunia naik mau tidak mau harga bbm non subsidi naik begitu sebaliknya kalau harga minyak dunia turun dipastikan harga bbm non subsidi jg turun berapa pun harga minyak dunia bbm non subsidi harus mengikuti realitanya,jubir kementrian esdm ketika harga minyak dunia naik mau tidak mau harga bbm non subsidi naik begitu sebaliknya kalau harga minyak dunia turun dipastikan harga bbm non subsidi juga turun berapa pun harga minyak dunia bbm non subsidi harus mengikuti realitanya,jubir kementrian esdm harga minyak dunia harga bbm non subsidi harga minyak dunia turun harga bbm non subsidi turun harga minyak dunia bbm non subsidi mengikuti realitanya,jubir(1) kementrian(1) esdm(1) harga(5) minyak(3) dunia(3) bbm(3) non(3) subsidi(3) turun(2) mengikuti(1) realitanya(1),jubir tri esdm harga minyak dunia harga bbm non subsidi harga minyak dunia turun harga bbm non subsidi turun harga minyak dunia bbm non subsidi ikut realitanya
